Date,Close
09-Nov-2020,2050.70
10-Nov-2020,2084.55
11-Nov-2020,1997.20
12-Nov-2020,1980.00
13-Nov-2020,1996.40
14-Nov-2020,2002.30
17-Nov-2020,1993.25
18-Nov-2020,1987.20
19-Nov-2020,1973.15
20-Nov-2020,1899.50
23-Nov-2020,1950.70
24-Nov-2020,1964.05
25-Nov-2020,1947.80
26-Nov-2020,1952.60
27-Nov-2020,1929.80
01-Dec-2020,1954.90
02-Dec-2020,1958.15
03-Dec-2020,1964.05
04-Dec-2020,1946.75
07-Dec-2020,1958.20
08-Dec-2020,1993.75
09-Dec-2020,2026.95
10-Dec-2020,2007.00
11-Dec-2020,2005.80
14-Dec-2020,1991.30
15-Dec-2020,1974.35
16-Dec-2020,1976.55
17-Dec-2020,1985.60
18-Dec-2020,1991.55
21-Dec-2020,1939.70
22-Dec-2020,1936.70
23-Dec-2020,1943.85
24-Dec-2020,1994.15
28-Dec-2020,2003.30
29-Dec-2020,1990.05
30-Dec-2020,1995.50
31-Dec-2020,1985.30
01-Jan-2021,1987.50
04-Jan-2021,1990.85
05-Jan-2021,1966.10
06-Jan-2021,1914.25
07-Jan-2021,1911.15
08-Jan-2021,1933.70
11-Jan-2021,1897.25
12-Jan-2021,1957.05
13-Jan-2021,1938.80
14-Jan-2021,1960.60
