Date,Close
20-Jan-2020,12224.55
21-Jan-2020,12169.85
22-Jan-2020,12106.90
23-Jan-2020,12180.35
24-Jan-2020,12248.25
27-Jan-2020,12119.00
28-Jan-2020,12055.80
29-Jan-2020,12129.50
30-Jan-2020,12035.80
31-Jan-2020,11962.10
01-Feb-2020,11661.85
03-Feb-2020,11707.90
04-Feb-2020,11979.65
05-Feb-2020,12089.15
06-Feb-2020,12137.95
07-Feb-2020,12098.35
10-Feb-2020,12031.50
11-Feb-2020,12107.90
12-Feb-2020,12201.20
13-Feb-2020,12174.65
14-Feb-2020,12113.45
17-Feb-2020,12045.80
18-Feb-2020,11992.50
19-Feb-2020,12125.90
20-Feb-2020,12080.85
24-Feb-2020,11829.40
25-Feb-2020,11797.90
26-Feb-2020,11678.50
27-Feb-2020,11633.30
28-Feb-2020,11201.75
02-Mar-2020,11132.75
03-Mar-2020,11303.30
04-Mar-2020,11251.00
05-Mar-2020,11269.00
06-Mar-2020,10989.45
09-Mar-2020,10451.45
11-Mar-2020,10458.40
12-Mar-2020,9590.15
13-Mar-2020,9955.20
16-Mar-2020,9197.40
17-Mar-2020,8967.05
18-Mar-2020,8468.80
19-Mar-2020,8263.45
20-Mar-2020,8745.45
23-Mar-2020,7610.25
24-Mar-2020,7801.05
25-Mar-2020,8317.85
26-Mar-2020,8641.45
27-Mar-2020,8660.25
30-Mar-2020,8281.10
31-Mar-2020,8597.75
01-Apr-2020,8253.80
03-Apr-2020,8083.80
07-Apr-2020,8792.20
08-Apr-2020,8748.75
09-Apr-2020,9111.90
13-Apr-2020,8993.85
15-Apr-2020,8925.30
16-Apr-2020,8992.80
17-Apr-2020,9266.75
20-Apr-2020,9261.85
21-Apr-2020,8981.45
22-Apr-2020,9187.30
23-Apr-2020,9313.90
24-Apr-2020,9154.40
27-Apr-2020,9282.30
28-Apr-2020,9380.90
29-Apr-2020,9553.35
30-Apr-2020,9859.90
04-May-2020,9293.50
05-May-2020,9205.60
06-May-2020,9270.90
07-May-2020,9199.05
08-May-2020,9251.50
11-May-2020,9239.20
12-May-2020,9196.55
13-May-2020,9383.55
14-May-2020,9142.75
15-May-2020,9136.85
18-May-2020,8823.25
19-May-2020,8879.10
20-May-2020,9066.55
21-May-2020,9106.25
22-May-2020,9039.25
26-May-2020,9029.05
27-May-2020,9314.95
28-May-2020,9490.10
29-May-2020,9580.30
01-Jun-2020,9826.15
02-Jun-2020,9979.10
03-Jun-2020,10061.55
04-Jun-2020,10029.10
