Date,Close
12-Jan-2021,73.3725
11-Jan-2021,73.4511
08-Jan-2021,73.3344
07-Jan-2021,73.1330
06-Jan-2021,73.1390
05-Jan-2021,73.1068
04-Jan-2021,73.0115
01-Jan-2021,73.0328
29-Dec-2020,73.3669
28-Dec-2020,73.5886
24-Dec-2020,73.5838
23-Dec-2020,73.8132
22-Dec-2020,73.8879
21-Dec-2020,73.6498
18-Dec-2020,73.5146
17-Dec-2020,73.4336
16-Dec-2020,73.5209
15-Dec-2020,73.6532
14-Dec-2020,73.5417
11-Dec-2020,73.5914
10-Dec-2020,73.6684
09-Dec-2020,73.5882
08-Dec-2020,73.7613
07-Dec-2020,73.7657
04-Dec-2020,73.7413
03-Dec-2020,73.8938
02-Dec-2020,73.6501
01-Dec-2020,73.5083
27-Nov-2020,73.7983
26-Nov-2020,73.8262
25-Nov-2020,73.9762
24-Nov-2020,73.9752
23-Nov-2020,74.1409
20-Nov-2020,74.1598
19-Nov-2020,74.2555
18-Nov-2020,74.3629
17-Nov-2020,74.5087
13-Nov-2020,74.6713
12-Nov-2020,74.4500
11-Nov-2020,74.2529
10-Nov-2020,74.2116
09-Nov-2020,73.9258
06-Nov-2020,74.0535
05-Nov-2020,74.2677
04-Nov-2020,74.6915
03-Nov-2020,74.3260
02-Nov-2020,74.3220
29-Oct-2020,73.9732
28-Oct-2020,73.7650
27-Oct-2020,73.7490
26-Oct-2020,73.7331
23-Oct-2020,73.5780
22-Oct-2020,73.6557
21-Oct-2020,73.4546
20-Oct-2020,73.3337
19-Oct-2020,73.4189
16-Oct-2020,73.3830
15-Oct-2020,73.2677
14-Oct-2020,73.4558
13-Oct-2020,73.3790
12-Oct-2020,73.1351
09-Oct-2020,73.2103
08-Oct-2020,73.2943
07-Oct-2020,73.3603
06-Oct-2020,73.3684
05-Oct-2020,73.2640
01-Oct-2020,73.3834
30-Sep-2020,73.7978
29-Sep-2020,73.8521
28-Sep-2020,73.5733
25-Sep-2020,73.7297
24-Sep-2020,73.9246
23-Sep-2020,73.6273
22-Sep-2020,73.4951
21-Sep-2020,73.3164
18-Sep-2020,73.2970
17-Sep-2020,73.7021
16-Sep-2020,73.7451
15-Sep-2020,73.4169
14-Sep-2020,73.3830
11-Sep-2020,73.4737
10-Sep-2020,73.3541
09-Sep-2020,73.6728
08-Sep-2020,73.2831
07-Sep-2020,73.2831
04-Sep-2020,73.3380
03-Sep-2020,73.3560
02-Sep-2020,73.0126
01-Sep-2020,72.8204
31-Aug-2020,73.5951
28-Aug-2020,73.3528
27-Aug-2020,74.3263
26-Aug-2020,74.3541
25-Aug-2020,74.3952
24-Aug-2020,74.8280
21-Aug-2020,74.8755
20-Aug-2020,75.0062
19-Aug-2020,74.7608
18-Aug-2020,74.8190
17-Aug-2020,74.8464
14-Aug-2020,74.7721
13-Aug-2020,74.8369
12-Aug-2020,74.8286
11-Aug-2020,74.8436
10-Aug-2020,74.8780
07-Aug-2020,74.9556
06-Aug-2020,74.8591
05-Aug-2020,74.9086
04-Aug-2020,75.0894
03-Aug-2020,74.9789
31-Jul-2020,74.7722
30-Jul-2020,74.8412
29-Jul-2020,74.7667
28-Jul-2020,74.7458
27-Jul-2020,74.7620
24-Jul-2020,74.8672
23-Jul-2020,74.7548
22-Jul-2020,74.6848
21-Jul-2020,74.7678
20-Jul-2020,74.9666
17-Jul-2020,75.1015
16-Jul-2020,75.2420
15-Jul-2020,75.3123
14-Jul-2020,75.3935
13-Jul-2020,75.1567
10-Jul-2020,75.2865
09-Jul-2020,75.0031
08-Jul-2020,75.0270
07-Jul-2020,74.8609
06-Jul-2020,74.6822
03-Jul-2020,74.7843
02-Jul-2020,75.4876
01-Jul-2020,75.5813
30-Jun-2020,75.5270
29-Jun-2020,75.5680
26-Jun-2020,75.4757
25-Jun-2020,75.6349
24-Jun-2020,75.7087
23-Jun-2020,75.7549
22-Jun-2020,76.0620
19-Jun-2020,76.2144
18-Jun-2020,76.1509
17-Jun-2020,76.2032
16-Jun-2020,75.8410
15-Jun-2020,76.1056
12-Jun-2020,75.9730
11-Jun-2020,75.7907
10-Jun-2020,75.4688
09-Jun-2020,75.4931
08-Jun-2020,75.6307
05-Jun-2020,75.4665
04-Jun-2020,75.5290
03-Jun-2020,75.3260
02-Jun-2020,75.5871
01-Jun-2020,75.4792
29-May-2020,75.6369
28-May-2020,75.7501
27-May-2020,75.6476
26-May-2020,75.6404
22-May-2020,75.7868
21-May-2020,75.7785
20-May-2020,75.6712
19-May-2020,75.6638
18-May-2020,75.9345
15-May-2020,75.5634
14-May-2020,75.4440
13-May-2020,75.3885
12-May-2020,75.7944
11-May-2020,75.6838
08-May-2020,75.4411
06-May-2020,75.6911
05-May-2020,75.5715
04-May-2020,75.7902
30-Apr-2020,75.1150
29-Apr-2020,75.6961
28-Apr-2020,76.3710
27-Apr-2020,76.1269
24-Apr-2020,76.4173
23-Apr-2020,76.0635
22-Apr-2020,76.8084
21-Apr-2020,76.6516
20-Apr-2020,76.6335
17-Apr-2020,76.5444
16-Apr-2020,76.7408
15-Apr-2020,76.2743
13-Apr-2020,76.3617
09-Apr-2020,76.4577
08-Apr-2020,76.0867
07-Apr-2020,75.8438
03-Apr-2020,75.8276
31-Mar-2020,75.3859
30-Mar-2020,75.3451
27-Mar-2020,74.8434
26-Mar-2020,75.2392
24-Mar-2020,76.1522
23-Mar-2020,75.8814
20-Mar-2020,75.0063
19-Mar-2020,75.0583
18-Mar-2020,74.1727
16-Mar-2020,74.2723
13-Mar-2020,74.0694
12-Mar-2020,74.1694
11-Mar-2020,73.8128
09-Mar-2020,73.9538
06-Mar-2020,73.6629
05-Mar-2020,73.2824
04-Mar-2020,73.5603
03-Mar-2020,72.8733
02-Mar-2020,72.2420
28-Feb-2020,72.1895
27-Feb-2020,71.6124
26-Feb-2020,71.7291
25-Feb-2020,71.8598
24-Feb-2020,71.8522
20-Feb-2020,71.5899
18-Feb-2020,71.4013
17-Feb-2020,71.4259
14-Feb-2020,71.3865
13-Feb-2020,71.4699
12-Feb-2020,71.2580
11-Feb-2020,71.2291
