Date,Close
13-Nov-2020,433.45
14-Nov-2020,434.35
17-Nov-2020,428.15
18-Nov-2020,423.00
19-Nov-2020,422.75
20-Nov-2020,419.95
23-Nov-2020,420.25
24-Nov-2020,433.55
25-Nov-2020,420.15
26-Nov-2020,425.75
27-Nov-2020,429.35
01-Dec-2020,433.30
02-Dec-2020,430.30
03-Dec-2020,433.90
04-Dec-2020,442.65
07-Dec-2020,450.60
08-Dec-2020,445.45
09-Dec-2020,450.95
10-Dec-2020,453.95
11-Dec-2020,455.50
14-Dec-2020,454.00
15-Dec-2020,455.30
16-Dec-2020,460.00
17-Dec-2020,460.90
18-Dec-2020,471.95
21-Dec-2020,450.00
22-Dec-2020,462.15
23-Dec-2020,483.60
24-Dec-2020,481.95
28-Dec-2020,465.80
29-Dec-2020,460.50
30-Dec-2020,458.70
31-Dec-2020,465.40
01-Jan-2021,465.75
04-Jan-2021,467.00
05-Jan-2021,467.65
06-Jan-2021,459.75
07-Jan-2021,454.80
08-Jan-2021,465.65
11-Jan-2021,471.25
12-Jan-2021,471.75
13-Jan-2021,462.80
14-Jan-2021,466.45
